,rt_score,rt_avg_rating,rt_audience_score,rt_user_rating,rt_avg_aud_rating,rt_fresh,rt_rotten
0,62%,1/10,89%,"17,860",4.4/5,213,133
1,96%,9/10,76%,"3,435",3.9/5,315,14
2,90%,1/10,80%,"15,993",4.1/5,403,45
3,81%,4/10,95%,"3,723",4.4/5,215,52
4,0,0,0,0,0,0,0
5,81%,7/10,94%,"2,267",4.6/5,40,9
6,85%,6/10,91%,"51,037",4.5/5,349,63
7,98%,2/10,0,"47,367",0,50,1
8,70%,9/10,95%,322,4.7/5,7,3
9,94%,6/10,94%,"1,830,714",4.4/5,312,20
10,91%,2/10,98%,"884,696",4.4/5,61,6
11,71%,7/10,85%,"173,373",4.1/5,243,97
12,91%,4/10,86%,"21,574",4.2/5,333,33
13,86%,1/10,91%,"569,017",4.2/5,298,47
14,94%,1/10,96%,"1,125,719",4.2/5,78,5
15,0,0,0,0,0,0,0
16,88%,8/10,87%,"127,446",4.1/5,295,42
17,82%,4/10,94%,"355,343",4/5,79,17
18,98%,3/10,98%,"732,022",4.4/5,86,2
19,98%,7/10,92%,987,4.5/5,106,2
20,72%,2/10,95%,"1,243,857",4.1/5,66,26
21,95%,2/10,96%,"825,430",4.1/5,71,4
22,91%,2/10,95%,"1,355,431",4.1/5,208,20
23,87%,2/10,81%,"58,211",4.1/5,344,51
24,84%,7/10,88%,"18,357",4.2/5,144,27
25,99%,8/10,90%,"1,149",4.3/5,177,2
26,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0
28,96%,3/10,89%,"390,605",4.3/5,307,13
29,87%,8/10,90%,"1,210,158",4.3/5,307,47
30,98%,3/10,95%,"1,304",4.7/5,112,2
31,88%,6/10,85%,"33,323,891",3.6/5,126,18
32,75%,7/10,93%,"45,065",4.3/5,91,31
33,0,0,0,0,0,0,0
34,97%,9/10,97%,"410,783",4.3/5,90,3
35,91%,2/10,94%,"736,787",4.1/5,249,26
36,88%,8/10,87%,"774,411",4/5,279,37
37,91%,8/10,92%,"253,206",4.4/5,279,27
38,0,0,0,0,0,0,0
39,91%,3/10,91%,"1,069,586",3.6/5,112,11
40,93%,9/10,90%,"90,900",4.3/5,350,26
41,93%,7/10,86%,"34,679,279",3.7/5,252,18
42,96%,7/10,95%,"845,930",4.1/5,85,4
43,0,0,0,0,0,0,0
44,95%,6/10,91%,"635,858",4.1/5,217,12
45,97%,6/10,85%,"126,497",4.2/5,382,13
46,84%,7/10,90%,"186,128",4.3/5,267,52
47,91%,8/10,91%,"130,662",4.3/5,318,31
48,96%,9/10,97%,"428,343",4.3/5,87,4
49,,,87%,113,4.1/5,0,0
50,30%,2/10,Average Rating:,591,N/A,6,14
51,0,0,0,0,0,0,0
52,25%,2/10,41%,"83,492",2.9/5,67,199
53,60%,2/10,82%,"6,797",3.6/5,3,2
54,20%,2/10,17%,"1,241",1.8/5,3,12
55,0,0,0,0,0,0,0
56,6%,4/10,26%,"6,229",2.3/5,2,33
57,12%,1/10,37%,"5,434",2.6/5,21,151
58,0,0,0,0,0,0,0
59,,,28%,160,2.2/5,0,0
60,0,0,0,0,0,0,0
61,0,0,0,0,0,0,0
62,11%,3/10,48%,"27,376",3/5,21,165
63,15%,7/10,43%,"324,383",3.1/5,32,176
64,0,0,0,0,0,0,0
65,,,42%,"7,512",3.1/5,0,0
66,,,24%,403,2.3/5,0,0
67,7%,2/10,20%,"2,124",1.7/5,5,66
68,92%,3/10,69%,"5,542",3.5/5,23,2
69,0%,6/10,50%,45,2.9/5,0,16
70,19%,7/10,16%,698,1.9/5,5,22
71,11%,8/10,36%,"121,711",2.8/5,23,179
72,11%,4/10,16%,274,1.9/5,5,40
73,4%,2/10,24%,"35,457",2.1/5,3,80
74,13%,7/10,29%,81,2.7/5,1,7
75,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0
77,9%,5/10,14%,603,1.6/5,2,21
78,0,0,0,0,0,0,0
79,27%,5/10,45%,"759,048",3.1/5,57,153
80,12%,6/10,24%,"53,974",2.4/5,8,61
81,13%,1/10,44%,41,2.9/5,1,7
82,0,0,0,0,0,0,0
83,,,26%,499,2.3/5,0,0
84,23%,3/10,36%,"56,818",2.3/5,12,41
85,17%,4/10,26%,"3,532",2.6/5,1,5
86,0%,3/10,32%,"3,167",2.5/5,0,35
87,5%,3/10,10%,136,1.5/5,1,20
88,32%,5/10,23%,524,2.3/5,24,50
89,,,52%,378,2.8/5,0,0
90,16%,2/10,56%,"19,972",3.2/5,7,38
91,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0
93,,,27%,96,2.8/5,0,0
94,20%,5/10,22%,"7,132",2.3/5,16,64
95,10%,5/10,8%,"1,682",1.2/5,1,9
96,0,0,0,0,0,0,0
97,1%,8/10,19%,"128,802",2.2/5,1,72
98,23%,5/10,34%,"4,554",2.7/5,13,44
99,0%,6/10,33%,865,2.5/5,0,34
100,62%,1/10,89%,"17,860",4.4/5,213,133
101,96%,9/10,76%,"3,435",3.9/5,315,14
102,90%,1/10,80%,"15,993",4.1/5,403,45
103,81%,4/10,95%,"3,723",4.4/5,215,52
104,0,0,0,0,0,0,0
105,81%,7/10,94%,"2,267",4.6/5,40,9
106,85%,6/10,91%,"51,037",4.5/5,349,63
107,98%,2/10,0,"47,367",0,50,1
108,70%,9/10,95%,322,4.7/5,7,3
109,94%,6/10,94%,"1,830,714",4.4/5,312,20
110,91%,2/10,98%,"884,696",4.4/5,61,6
111,71%,7/10,85%,"173,373",4.1/5,243,97
112,91%,4/10,86%,"21,574",4.2/5,333,33
113,86%,1/10,91%,"569,017",4.2/5,298,47
114,94%,1/10,96%,"1,125,719",4.2/5,78,5
115,0,0,0,0,0,0,0
116,88%,8/10,87%,"127,446",4.1/5,295,42
117,82%,4/10,94%,"355,343",4/5,79,17
118,98%,3/10,98%,"732,022",4.4/5,86,2
119,98%,7/10,92%,987,4.5/5,106,2
120,72%,2/10,95%,"1,243,857",4.1/5,66,26
121,95%,2/10,96%,"825,430",4.1/5,71,4
122,91%,2/10,95%,"1,355,431",4.1/5,208,20
123,87%,2/10,81%,"58,211",4.1/5,344,51
124,84%,7/10,88%,"18,357",4.2/5,144,27
125,99%,8/10,90%,"1,149",4.3/5,177,2
126,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0
128,96%,3/10,89%,"390,605",4.3/5,307,13
129,87%,8/10,90%,"1,210,158",4.3/5,307,47
130,98%,3/10,95%,"1,304",4.7/5,112,2
131,88%,6/10,85%,"33,323,891",3.6/5,126,18
132,75%,7/10,93%,"45,065",4.3/5,91,31
133,0,0,0,0,0,0,0
134,97%,9/10,97%,"410,783",4.3/5,90,3
135,91%,2/10,94%,"736,787",4.1/5,249,26
136,88%,8/10,87%,"774,411",4/5,279,37
137,91%,8/10,92%,"253,206",4.4/5,279,27
138,0,0,0,0,0,0,0
139,91%,3/10,91%,"1,069,586",3.6/5,112,11
140,93%,9/10,90%,"90,900",4.3/5,350,26
141,93%,7/10,86%,"34,679,279",3.7/5,252,18
142,96%,7/10,95%,"845,930",4.1/5,85,4
143,0,0,0,0,0,0,0
144,95%,6/10,91%,"635,858",4.1/5,217,12
145,97%,6/10,85%,"126,497",4.2/5,382,13
146,84%,7/10,90%,"186,128",4.3/5,267,52
147,91%,8/10,91%,"130,662",4.3/5,318,31
148,96%,9/10,97%,"428,343",4.3/5,87,4
149,,,87%,113,4.1/5,0,0
150,30%,2/10,Average Rating:,591,N/A,6,14
151,0,0,0,0,0,0,0
152,25%,2/10,41%,"83,492",2.9/5,67,199
153,60%,2/10,82%,"6,797",3.6/5,3,2
154,20%,2/10,17%,"1,241",1.8/5,3,12
155,0,0,0,0,0,0,0
156,6%,4/10,26%,"6,229",2.3/5,2,33
157,12%,1/10,37%,"5,434",2.6/5,21,151
158,0,0,0,0,0,0,0
159,,,28%,160,2.2/5,0,0
160,0,0,0,0,0,0,0
161,0,0,0,0,0,0,0
162,11%,3/10,48%,"27,376",3/5,21,165
163,15%,7/10,43%,"324,383",3.1/5,32,176
164,0,0,0,0,0,0,0
165,,,42%,"7,512",3.1/5,0,0
166,,,24%,403,2.3/5,0,0
167,7%,2/10,20%,"2,124",1.7/5,5,66
168,92%,3/10,69%,"5,542",3.5/5,23,2
169,0%,6/10,50%,45,2.9/5,0,16
170,19%,7/10,16%,698,1.9/5,5,22
171,11%,8/10,36%,"121,711",2.8/5,23,179
172,11%,4/10,16%,274,1.9/5,5,40
173,4%,2/10,24%,"35,457",2.1/5,3,80
174,13%,7/10,29%,81,2.7/5,1,7
175,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0
177,9%,5/10,14%,603,1.6/5,2,21
178,0,0,0,0,0,0,0
179,27%,5/10,45%,"759,048",3.1/5,57,153
180,12%,6/10,24%,"53,974",2.4/5,8,61
181,13%,1/10,44%,41,2.9/5,1,7
182,0,0,0,0,0,0,0
183,,,26%,499,2.3/5,0,0
184,23%,3/10,36%,"56,818",2.3/5,12,41
185,17%,4/10,26%,"3,532",2.6/5,1,5
186,0%,3/10,32%,"3,167",2.5/5,0,35
187,5%,3/10,10%,136,1.5/5,1,20
188,32%,5/10,23%,524,2.3/5,24,50
189,,,52%,378,2.8/5,0,0
190,16%,2/10,56%,"19,972",3.2/5,7,38
191,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0
193,,,27%,96,2.8/5,0,0
194,20%,5/10,22%,"7,132",2.3/5,16,64
195,10%,5/10,8%,"1,682",1.2/5,1,9
196,0,0,0,0,0,0,0
197,1%,8/10,19%,"128,802",2.2/5,1,72
198,23%,5/10,34%,"4,554",2.7/5,13,44
199,0%,6/10,33%,865,2.5/5,0,34
200,62%,1/10,89%,"17,860",4.4/5,213,133
201,96%,9/10,76%,"3,435",3.9/5,315,14
202,90%,1/10,80%,"15,993",4.1/5,403,45
203,81%,4/10,95%,"3,723",4.4/5,215,52
204,0,0,0,0,0,0,0
205,81%,7/10,94%,"2,267",4.6/5,40,9
206,85%,6/10,91%,"51,037",4.5/5,349,63
207,98%,2/10,0,"47,367",0,50,1
208,70%,9/10,95%,322,4.7/5,7,3
209,94%,6/10,94%,"1,830,714",4.4/5,312,20
210,91%,2/10,98%,"884,696",4.4/5,61,6
211,71%,7/10,85%,"173,373",4.1/5,243,97
212,91%,4/10,86%,"21,574",4.2/5,333,33
213,86%,1/10,91%,"569,017",4.2/5,298,47
214,94%,1/10,96%,"1,125,719",4.2/5,78,5
215,0,0,0,0,0,0,0
216,88%,8/10,87%,"127,446",4.1/5,295,42
217,82%,4/10,94%,"355,343",4/5,79,17
218,98%,3/10,98%,"732,022",4.4/5,86,2
219,98%,7/10,92%,987,4.5/5,106,2
220,72%,2/10,95%,"1,243,857",4.1/5,66,26
221,95%,2/10,96%,"825,430",4.1/5,71,4
222,91%,2/10,95%,"1,355,431",4.1/5,208,20
223,87%,2/10,81%,"58,211",4.1/5,344,51
224,84%,7/10,88%,"18,357",4.2/5,144,27
225,99%,8/10,90%,"1,149",4.3/5,177,2
226,0,0,0,0,0,0,0
227,0,0,0,0,0,0,0
228,96%,3/10,89%,"390,605",4.3/5,307,13
229,87%,8/10,90%,"1,210,158",4.3/5,307,47
230,98%,3/10,95%,"1,304",4.7/5,112,2
231,88%,6/10,85%,"33,323,891",3.6/5,126,18
232,75%,7/10,93%,"45,065",4.3/5,91,31
233,0,0,0,0,0,0,0
234,97%,9/10,97%,"410,783",4.3/5,90,3
235,91%,2/10,94%,"736,787",4.1/5,249,26
236,88%,8/10,87%,"774,411",4/5,279,37
237,91%,8/10,92%,"253,206",4.4/5,279,27
238,0,0,0,0,0,0,0
239,91%,3/10,91%,"1,069,586",3.6/5,112,11
240,93%,9/10,90%,"90,900",4.3/5,350,26
241,93%,7/10,86%,"34,679,279",3.7/5,252,18
242,96%,7/10,95%,"845,930",4.1/5,85,4
243,0,0,0,0,0,0,0
244,95%,6/10,91%,"635,858",4.1/5,217,12
245,97%,6/10,85%,"126,497",4.2/5,382,13
246,84%,7/10,90%,"186,128",4.3/5,267,52
247,91%,8/10,91%,"130,662",4.3/5,318,31
248,96%,9/10,97%,"428,343",4.3/5,87,4
249,,,87%,113,4.1/5,0,0
250,30%,2/10,Average Rating:,591,N/A,6,14
251,0,0,0,0,0,0,0
252,25%,2/10,41%,"83,492",2.9/5,67,199
253,60%,2/10,82%,"6,797",3.6/5,3,2
254,20%,2/10,17%,"1,241",1.8/5,3,12
255,0,0,0,0,0,0,0
256,6%,4/10,26%,"6,229",2.3/5,2,33
257,12%,1/10,37%,"5,434",2.6/5,21,151
258,0,0,0,0,0,0,0
259,,,28%,160,2.2/5,0,0
260,0,0,0,0,0,0,0
261,0,0,0,0,0,0,0
262,11%,3/10,48%,"27,376",3/5,21,165
263,15%,7/10,43%,"324,383",3.1/5,32,176
264,0,0,0,0,0,0,0
265,,,42%,"7,512",3.1/5,0,0
266,,,24%,403,2.3/5,0,0
267,7%,2/10,20%,"2,124",1.7/5,5,66
268,92%,3/10,69%,"5,542",3.5/5,23,2
269,0%,6/10,50%,45,2.9/5,0,16
270,19%,7/10,16%,698,1.9/5,5,22
271,11%,8/10,36%,"121,711",2.8/5,23,179
272,11%,4/10,16%,274,1.9/5,5,40
273,4%,2/10,24%,"35,457",2.1/5,3,80
274,13%,7/10,29%,81,2.7/5,1,7
275,0,0,0,0,0,0,0
276,0,0,0,0,0,0,0
277,9%,5/10,14%,603,1.6/5,2,21
278,0,0,0,0,0,0,0
279,27%,5/10,45%,"759,048",3.1/5,57,153
280,12%,6/10,24%,"53,974",2.4/5,8,61
281,13%,1/10,44%,41,2.9/5,1,7
282,0,0,0,0,0,0,0
283,,,26%,499,2.3/5,0,0
284,23%,3/10,36%,"56,818",2.3/5,12,41
285,17%,4/10,26%,"3,532",2.6/5,1,5
286,0%,3/10,32%,"3,167",2.5/5,0,35
287,5%,3/10,10%,136,1.5/5,1,20
288,32%,5/10,23%,524,2.3/5,24,50
289,,,52%,378,2.8/5,0,0
290,16%,2/10,56%,"19,972",3.2/5,7,38
291,0,0,0,0,0,0,0
292,0,0,0,0,0,0,0
293,,,27%,96,2.8/5,0,0
294,20%,5/10,22%,"7,132",2.3/5,16,64
295,10%,5/10,8%,"1,682",1.2/5,1,9
296,0,0,0,0,0,0,0
297,1%,8/10,19%,"128,802",2.2/5,1,72
298,23%,5/10,34%,"4,554",2.7/5,13,44
299,0%,6/10,33%,865,2.5/5,0,34
300,62%,1/10,89%,"17,860",4.4/5,213,133
301,96%,9/10,76%,"3,435",3.9/5,315,14
302,90%,1/10,80%,"15,993",4.1/5,403,45
303,81%,4/10,95%,"3,723",4.4/5,215,52
304,0,0,0,0,0,0,0
305,81%,7/10,94%,"2,267",4.6/5,40,9
306,85%,6/10,91%,"51,037",4.5/5,349,63
307,98%,2/10,0,"47,367",0,50,1
308,70%,9/10,95%,322,4.7/5,7,3
309,94%,6/10,94%,"1,830,714",4.4/5,312,20
310,91%,2/10,98%,"884,696",4.4/5,61,6
311,71%,7/10,85%,"173,373",4.1/5,243,97
312,91%,4/10,86%,"21,574",4.2/5,333,33
313,86%,1/10,91%,"569,017",4.2/5,298,47
314,94%,1/10,96%,"1,125,719",4.2/5,78,5
315,0,0,0,0,0,0,0
316,88%,8/10,87%,"127,446",4.1/5,295,42
317,82%,4/10,94%,"355,343",4/5,79,17
318,98%,3/10,98%,"732,022",4.4/5,86,2
319,98%,7/10,92%,987,4.5/5,106,2
320,72%,2/10,95%,"1,243,857",4.1/5,66,26
321,95%,2/10,96%,"825,430",4.1/5,71,4
322,91%,2/10,95%,"1,355,431",4.1/5,208,20
323,87%,2/10,81%,"58,211",4.1/5,344,51
324,84%,7/10,88%,"18,357",4.2/5,144,27
325,99%,8/10,90%,"1,149",4.3/5,177,2
326,0,0,0,0,0,0,0
327,0,0,0,0,0,0,0
328,96%,3/10,89%,"390,605",4.3/5,307,13
329,87%,8/10,90%,"1,210,158",4.3/5,307,47
330,98%,3/10,95%,"1,304",4.7/5,112,2
331,88%,6/10,85%,"33,323,891",3.6/5,126,18
332,75%,7/10,93%,"45,065",4.3/5,91,31
333,0,0,0,0,0,0,0
334,97%,9/10,97%,"410,783",4.3/5,90,3
335,91%,2/10,94%,"736,787",4.1/5,249,26
336,88%,8/10,87%,"774,411",4/5,279,37
337,91%,8/10,92%,"253,206",4.4/5,279,27
338,0,0,0,0,0,0,0
339,91%,3/10,91%,"1,069,586",3.6/5,112,11
340,93%,9/10,90%,"90,900",4.3/5,350,26
341,93%,7/10,86%,"34,679,279",3.7/5,252,18
342,96%,7/10,95%,"845,930",4.1/5,85,4
343,0,0,0,0,0,0,0
344,95%,6/10,91%,"635,858",4.1/5,217,12
345,97%,6/10,85%,"126,497",4.2/5,382,13
346,84%,7/10,90%,"186,128",4.3/5,267,52
347,91%,8/10,91%,"130,662",4.3/5,318,31
348,96%,9/10,97%,"428,343",4.3/5,87,4
349,,,87%,113,4.1/5,0,0
350,30%,2/10,Average Rating:,591,N/A,6,14
351,0,0,0,0,0,0,0
352,25%,2/10,41%,"83,492",2.9/5,67,199
353,60%,2/10,82%,"6,797",3.6/5,3,2
354,20%,2/10,17%,"1,241",1.8/5,3,12
355,0,0,0,0,0,0,0
356,6%,4/10,26%,"6,229",2.3/5,2,33
357,12%,1/10,37%,"5,434",2.6/5,21,151
358,0,0,0,0,0,0,0
359,,,28%,160,2.2/5,0,0
360,0,0,0,0,0,0,0
361,0,0,0,0,0,0,0
362,11%,3/10,48%,"27,376",3/5,21,165
363,15%,7/10,43%,"324,383",3.1/5,32,176
364,0,0,0,0,0,0,0
365,,,42%,"7,512",3.1/5,0,0
366,,,24%,403,2.3/5,0,0
367,7%,2/10,20%,"2,124",1.7/5,5,66
368,92%,3/10,69%,"5,542",3.5/5,23,2
369,0%,6/10,50%,45,2.9/5,0,16
370,19%,7/10,16%,698,1.9/5,5,22
371,11%,8/10,36%,"121,711",2.8/5,23,179
372,11%,4/10,16%,274,1.9/5,5,40
373,4%,2/10,24%,"35,457",2.1/5,3,80
374,13%,7/10,29%,81,2.7/5,1,7
375,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0
377,9%,5/10,14%,603,1.6/5,2,21
378,0,0,0,0,0,0,0
379,27%,5/10,45%,"759,048",3.1/5,57,153
380,12%,6/10,24%,"53,974",2.4/5,8,61
381,13%,1/10,44%,41,2.9/5,1,7
382,0,0,0,0,0,0,0
383,,,26%,499,2.3/5,0,0
384,23%,3/10,36%,"56,818",2.3/5,12,41
385,17%,4/10,26%,"3,532",2.6/5,1,5
386,0%,3/10,32%,"3,167",2.5/5,0,35
387,5%,3/10,10%,136,1.5/5,1,20
388,32%,5/10,23%,524,2.3/5,24,50
389,,,52%,378,2.8/5,0,0
390,16%,2/10,56%,"19,972",3.2/5,7,38
391,0,0,0,0,0,0,0
392,0,0,0,0,0,0,0
393,,,27%,96,2.8/5,0,0
394,20%,5/10,22%,"7,132",2.3/5,16,64
395,10%,5/10,8%,"1,682",1.2/5,1,9
396,0,0,0,0,0,0,0
397,1%,8/10,19%,"128,802",2.2/5,1,72
398,23%,5/10,34%,"4,554",2.7/5,13,44
399,0%,6/10,33%,865,2.5/5,0,34
400,62%,1/10,89%,"17,860",4.4/5,213,133
401,96%,9/10,76%,"3,435",3.9/5,315,14
402,90%,1/10,80%,"15,993",4.1/5,403,45
403,81%,4/10,95%,"3,723",4.4/5,215,52
404,0,0,0,0,0,0,0
405,81%,7/10,94%,"2,267",4.6/5,40,9
406,85%,6/10,91%,"51,037",4.5/5,349,63
407,98%,2/10,0,"47,367",0,50,1
408,70%,9/10,95%,322,4.7/5,7,3
409,94%,6/10,94%,"1,830,714",4.4/5,312,20
410,91%,2/10,98%,"884,696",4.4/5,61,6
411,71%,7/10,85%,"173,373",4.1/5,243,97
412,91%,4/10,86%,"21,574",4.2/5,333,33
413,86%,1/10,91%,"569,017",4.2/5,298,47
414,94%,1/10,96%,"1,125,719",4.2/5,78,5
415,0,0,0,0,0,0,0
416,88%,8/10,87%,"127,446",4.1/5,295,42
417,82%,4/10,94%,"355,343",4/5,79,17
418,98%,3/10,98%,"732,022",4.4/5,86,2
419,98%,7/10,92%,987,4.5/5,106,2
420,72%,2/10,95%,"1,243,857",4.1/5,66,26
421,95%,2/10,96%,"825,430",4.1/5,71,4
422,91%,2/10,95%,"1,355,431",4.1/5,208,20
423,87%,2/10,81%,"58,211",4.1/5,344,51
424,84%,7/10,88%,"18,357",4.2/5,144,27
425,99%,8/10,90%,"1,149",4.3/5,177,2
426,0,0,0,0,0,0,0
427,0,0,0,0,0,0,0
428,96%,3/10,89%,"390,605",4.3/5,307,13
429,87%,8/10,90%,"1,210,158",4.3/5,307,47
430,98%,3/10,95%,"1,304",4.7/5,112,2
431,88%,6/10,85%,"33,323,891",3.6/5,126,18
432,75%,7/10,93%,"45,065",4.3/5,91,31
433,0,0,0,0,0,0,0
434,97%,9/10,97%,"410,783",4.3/5,90,3
435,91%,2/10,94%,"736,787",4.1/5,249,26
436,88%,8/10,87%,"774,411",4/5,279,37
437,91%,8/10,92%,"253,206",4.4/5,279,27
438,0,0,0,0,0,0,0
439,91%,3/10,91%,"1,069,586",3.6/5,112,11
440,93%,9/10,90%,"90,900",4.3/5,350,26
441,93%,7/10,86%,"34,679,279",3.7/5,252,18
442,96%,7/10,95%,"845,930",4.1/5,85,4
443,0,0,0,0,0,0,0
444,95%,6/10,91%,"635,858",4.1/5,217,12
445,97%,6/10,85%,"126,497",4.2/5,382,13
446,84%,7/10,90%,"186,128",4.3/5,267,52
447,91%,8/10,91%,"130,662",4.3/5,318,31
448,96%,9/10,97%,"428,343",4.3/5,87,4
449,,,87%,113,4.1/5,0,0
450,30%,2/10,Average Rating:,591,N/A,6,14
451,0,0,0,0,0,0,0
452,25%,2/10,41%,"83,492",2.9/5,67,199
453,60%,2/10,82%,"6,797",3.6/5,3,2
454,20%,2/10,17%,"1,241",1.8/5,3,12
455,0,0,0,0,0,0,0
456,6%,4/10,26%,"6,229",2.3/5,2,33
457,12%,1/10,37%,"5,434",2.6/5,21,151
458,0,0,0,0,0,0,0
459,,,28%,160,2.2/5,0,0
460,0,0,0,0,0,0,0
461,0,0,0,0,0,0,0
462,11%,3/10,48%,"27,376",3/5,21,165
463,15%,7/10,43%,"324,383",3.1/5,32,176
464,0,0,0,0,0,0,0
465,,,42%,"7,512",3.1/5,0,0
466,,,24%,403,2.3/5,0,0
467,7%,2/10,20%,"2,124",1.7/5,5,66
468,92%,3/10,69%,"5,542",3.5/5,23,2
469,0%,6/10,50%,45,2.9/5,0,16
470,19%,7/10,16%,698,1.9/5,5,22
471,11%,8/10,36%,"121,711",2.8/5,23,179
472,11%,4/10,16%,274,1.9/5,5,40
473,4%,2/10,24%,"35,457",2.1/5,3,80
474,13%,7/10,29%,81,2.7/5,1,7
475,0,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,9%,5/10,14%,603,1.6/5,2,21
478,0,0,0,0,0,0,0
479,27%,5/10,45%,"759,048",3.1/5,57,153
480,12%,6/10,24%,"53,974",2.4/5,8,61
481,13%,1/10,44%,41,2.9/5,1,7
482,0,0,0,0,0,0,0
483,,,26%,499,2.3/5,0,0
484,23%,3/10,36%,"56,818",2.3/5,12,41
485,17%,4/10,26%,"3,532",2.6/5,1,5
486,0%,3/10,32%,"3,167",2.5/5,0,35
487,5%,3/10,10%,136,1.5/5,1,20
488,32%,5/10,23%,524,2.3/5,24,50
489,,,52%,378,2.8/5,0,0
490,16%,2/10,56%,"19,972",3.2/5,7,38
491,0,0,0,0,0,0,0
492,0,0,0,0,0,0,0
493,,,27%,96,2.8/5,0,0
494,20%,5/10,22%,"7,132",2.3/5,16,64
495,10%,5/10,8%,"1,682",1.2/5,1,9
496,0,0,0,0,0,0,0
497,1%,8/10,19%,"128,802",2.2/5,1,72
498,23%,5/10,34%,"4,554",2.7/5,13,44
499,0%,6/10,33%,865,2.5/5,0,34
500,62%,1/10,89%,"17,860",4.4/5,213,133
501,96%,9/10,76%,"3,435",3.9/5,315,14
502,90%,1/10,80%,"15,993",4.1/5,403,45
503,81%,4/10,95%,"3,723",4.4/5,215,52
504,0,0,0,0,0,0,0
505,81%,7/10,94%,"2,267",4.6/5,40,9
506,85%,6/10,91%,"51,037",4.5/5,349,63
507,98%,2/10,0,"47,367",0,50,1
508,70%,9/10,95%,322,4.7/5,7,3
